date,SPY_BH,60_40,FRAR,FRAR_Net,FRAR_Quad,FRAR_Quad_Net
2006-01-04,1.0,1.0,1.0,1.0,1.0,1.0
2007-02-01,1.0059824631871792,1.0031079437099883,1.00502483984681,1.00502483984681,1.004600243239698,1.004600243239698
2007-02-02,1.0073739250479667,1.0044469319970402,1.0081513232877803,1.0081513232877803,1.0080204666726367,1.0080204666726367
2007-02-05,1.007652096640057,1.005166441347386,1.0089077617062476,1.0089077617062476,1.008652229154663,1.008652229154663
2007-02-06,1.0079300417695216,1.0075428228012862,1.0091151391741457,1.0091151391741457,1.0082242507498813,1.0082242507498813
2007-02-07,1.010156546819374,1.0100721083929656,1.0097588515119285,1.0097588515119285,1.0101826954116866,1.0101826954116866
2007-02-08,1.0088348354473495,1.0096001037102509,1.0098238190157516,1.0098238190157516,1.0096992505682187,1.0096992505682187
2007-02-09,1.0013216358844828,1.0027975385008965,1.0054213532056497,1.0054213532056497,1.0035135641118278,1.0035135641118278
2007-02-12,0.9979128449525898,0.9998337836876247,1.0012339718743128,1.0012339718743128,0.9990318699881188,0.9990318699881188
2007-02-13,1.0063304607555745,1.0040249182202465,1.008380622522322,1.008380622522322,1.0056737974454009,1.0056737974454009
2007-02-14,1.0129393195658654,1.0118019561722524,1.0165595146637194,1.0165595146637194,1.0159198616926781,1.0159198616926781
2007-02-15,1.0142611819129739,1.0137889475601796,1.0168556128551467,1.0168556128551467,1.0169186875060283,1.0169186875060283
2007-02-16,1.0137738343421365,1.0149201724087387,1.0158464535070912,1.0158464535070912,1.0155007207961362,1.0155007207961362
2007-02-20,1.0159302869530582,1.0171308874164424,1.0165052470358025,1.0165052470358025,1.0167073135288347,1.0167073135288347
2007-02-21,1.0155127653585259,1.016193579947148,1.0155608829385312,1.0155608829385312,1.0162565685294165,1.0162565685294165
2007-02-22,1.0147483030211855,1.0135347119728895,1.0160445099463418,1.0160445099463418,1.0190349103337866,1.0190349103337866
2007-02-23,1.0107826404923181,1.0140531827239236,1.0156994555856687,1.0156994555856687,1.0181861404529355,1.0181861404529355
2007-02-26,1.00987860168991,1.0162033611182126,1.0183080595904914,1.0183080595904914,1.0189021434644823,1.0189021434644823
2007-02-27,0.9704348512695387,0.9975252157298302,0.9827403097591587,0.9827403097591587,0.9826999439750211,0.9826999439750211
2007-02-28,0.9803826750354173,1.0018539029488172,0.9892306223309651,0.9892306223309651,0.9885630690209483,0.9885630690209483
2007-03-01,0.977460854236652,0.9998078197748885,0.9881626341434219,0.9881610639360848,0.9869499300727991,0.9869482539198122
2007-03-02,0.964660884673229,0.9939573186491515,0.9769231725893851,0.9769200517321196,0.9757229829354356,0.9757196524343588
2007-03-05,0.9554783536076521,0.9889419162548764,0.9711773920887131,0.9711727389200429,0.9697398223873948,0.969734857932645
2007-03-06,0.9718257092299907,0.9979116331121176,0.9826644450909026,0.9826581953406823,0.9816593030406255,0.9816526333367601
2007-03-07,0.9708519199388195,0.9988628945395052,0.9814807857891739,0.9814729837921188,0.9805331636566855,0.9805248371681339
2007-03-08,0.9790608881758509,1.003576714021429,0.9872581465834787,0.9872487407673434,0.9865373189524889,0.986527278954065
2007-03-09,0.9793391352554833,0.9995267979184095,0.9868449466714984,0.9868339777305123,0.9866520508613689,0.9866403369941039
2007-03-12,0.980799970167324,1.0019866094656218,0.9897897778336312,0.9897772097572318,0.9895159389631538,0.9895025182019309
2007-03-13,0.9617389883869216,0.9927147604553291,0.9761118373804151,0.9760978719077783,0.9756985347308037,0.9756836236285625
2007-03-14,0.9689043413564771,0.9953490964697795,0.9799518287488362,0.9799362589747951,0.9796908111110986,0.979674184681627
2007-03-15,0.9702258262658757,0.9961193093005103,0.9845442350343503,0.9845270368403757,0.983622718952828,0.9836043647130752
2007-03-16,0.9675088031684241,0.9943567814322162,0.982907137502569,0.9828884051643771,0.9817225365469572,0.9817025500190172
2007-03-19,0.9791727607130227,1.000708731805151,0.9891914697107067,0.9891710574647853,0.9877628656033424,0.987741091581896
2007-03-20,0.9845502667390044,1.004229229412252,0.9958058118601424,0.9957836930126092,0.9940752970451996,0.9940517091146535
2007-03-21,1.000753516643758,1.0143243905728885,1.0083466309758844,1.008322652962529,1.00712097531241,1.0070953923680699
2007-03-22,0.999985355416862,1.0106478489966277,1.0095683506588,1.009542743081372,1.0079945491051205,1.0079672363948375
2007-03-23,1.001451776406807,1.0104021181810912,1.0101348225719056,1.0101075981771883,1.0086020751455862,1.0085730369201011
2007-03-26,1.0001250828570136,1.0100996640006321,1.0100082813741722,1.0099794570445042,1.0082969985054155,1.0082662589824758
2007-03-27,0.997750395762311,1.0079785395817653,1.0072371037930243,1.007206755407184,1.0055471943925405,1.005514829141084
2007-03-28,0.9904872109383868,1.002758239960106,1.0022949569034119,1.0022631586852042,0.9999851265786,0.9999512354563266
2007-03-29,0.9915348270455863,1.0028513494690985,1.0051026348931986,1.0050691567063537,1.0022249007693678,1.002189238275371
2007-03-30,0.9917444559495849,1.002207344902147,1.0023560665289604,1.0023210844775705,0.9995184828929279,0.9994812174455096
2007-04-03,1.0024185241836168,1.0081786589955415,1.0081413620083306,1.0081053825582162,1.0055296857323597,1.0054913488342627
2007-04-04,1.003533879523843,1.0092644056740854,1.0100393164943573,1.0100024692247096,1.0078749673587442,1.007835688616447
