date,SPY_BH,60_40,FRAR,FRAR_Net,FRAR_Quad,FRAR_Quad_Net
2006-01-04,1.0064829682122565,0.998017813729192,1.0050623888743104,1.0050623888743104,1.0094123595714297,1.0094123595714297
2006-01-05,1.0051976803519922,0.9980117062259679,1.0132671059176923,1.0132574558007317,1.0131258670247008,1.0131061675465876
2006-01-06,1.0135689703749402,0.9969568717791528,1.0121533427277394,1.0121340638000587,1.0206219638987462,1.020582273816351
2006-01-09,1.032852545536763,1.0114864585866814,1.0281578703573413,1.0281284948378404,1.0325932046916502,1.0325329718448515
2006-01-10,1.030323239251338,1.0049438487701703,1.0276985295024397,1.027659379827981,1.0290954472073028,1.0290154095629132
2006-01-11,1.0278003335938668,1.000854980581814,1.0300890254995476,1.0300399748090734,1.023537971258685,1.0234384654597561
2006-01-12,1.0480603578125276,1.0027612959381613,1.0411073067463845,1.0410478166000194,1.0371737728988137,1.0370527763502448
2006-01-13,1.0583223403133062,1.0000604795538064,1.0432474882008727,1.0431779406866022,1.0379612642107663,1.037819995764125
2006-01-16,1.0526871143725545,1.0059606080374388,1.0436222739635954,1.04354276291461,1.0304295987437464,1.0302693221613326
2006-01-17,1.0601014465993792,1.0116145431894235,1.0507552790482737,1.0506652181698766,1.0401424486343365,1.0399604396320776
2006-01-18,1.0545352140217032,1.0103492138295134,1.0521555079974856,1.0520553074825385,1.0459278237048182,1.0457244686214828
2006-01-19,1.0489684115781317,1.005089976981821,1.0491717739816386,1.0490618665053326,1.044769909581245,1.044546468802742
2006-01-20,1.05250310297167,1.0110881369762688,1.0486522354668417,1.0485323963451543,1.0521671780846424,1.0519217010498572
2006-01-23,1.0283279329735016,0.9978869921120892,1.0285257183260468,1.0283983849293412,1.037187863769468,1.036925718859726
2006-01-24,1.0070752061372277,0.9937590802762443,1.0204113261135686,1.0202752803400066,1.018815137891532,1.0185378315168527
2006-01-25,1.000570573982088,0.9870588745594534,1.0187277130987522,1.0185821909629953,1.0179708534950063,1.0176739886243016
2006-01-26,0.9885987869923527,0.979360427889037,1.0079594043188504,1.0078058222066504,1.013668409071048,1.0133530946174618
2006-01-27,0.9928033651882125,0.9848247132219426,1.0082159189347593,1.008052697190001,1.016737822131114,1.0164017893372783
2006-01-30,0.9821961261757782,0.9849951423184801,1.0003976498932112,1.0002261678521103,1.0095572233544725,1.009203940154465
2006-01-31,0.9656492103551346,0.9814579833826521,0.9849249603675863,0.984746751975051,1.0041690447050946,1.0037981285509203
2006-02-01,0.9833439345732192,0.9836344767552255,0.9917288100925712,0.9915399273562424,1.010757266004094,1.0103642701547937
2006-02-02,0.9810365375193917,0.9806806145444684,0.9858513981189477,0.9856542475550375,1.006159199285897,1.0057484348163086
2006-02-03,0.9822510122507258,0.9820601838158414,0.9849721757231259,0.9847658222193345,1.0026431105517162,1.0022142938356504
2006-02-06,0.9655537888782935,0.9714433953997318,0.9727442904883592,0.9725312365029215,0.9933210571652121,0.9928769212357779
2006-02-07,0.9595286155243282,0.9757629145362979,0.9628500681753549,0.9626300133098574,0.9851714396238217,0.9847118002095355
2006-02-08,0.9612253182019858,0.9649852918510589,0.9721565792488386,0.9719251409499082,0.983441322511028,0.9829633769337691
2006-02-09,0.9481013023945445,0.956171314362718,0.9700557493122329,0.9698155747685739,0.9727829632792685,0.9722912917419435
2006-02-10,0.9528456468455606,0.9557921971461195,0.9697249932628619,0.9694756674649992,0.974727694080302,0.9742160963470656
2006-02-13,0.9462446964788193,0.9398457322417937,0.9672530890727531,0.9669951893038312,0.9646215707971735,0.9640965308824634
2006-02-14,0.9432620882234369,0.9323068556059529,0.967410832763131,0.9671436799987811,0.9634460801883318,0.9629029567936852
2006-02-15,0.9367152186492002,0.9327529145377321,0.968683241776719,0.9684065146705376,0.9650779062280284,0.9645151082814221
2006-02-16,0.9583056751282097,0.9415554853741568,0.9779179520662209,0.9776292760489294,0.9788425841713069,0.978252737404747
2006-02-17,0.9585430961606488,0.949108683882263,0.9827078762140593,0.9824084299221086,0.9858709734474784,0.9852577334251255
2006-02-20,0.9465484346446309,0.9517841515353692,0.9737510407809816,0.9734450528259335,0.9847164584277989,0.9840848013786173
2006-02-21,0.9564539669599024,0.9579093751094976,0.9740927615331658,0.9737773920824789,0.994331307417044,0.9936741611888562
2006-02-22,0.9425786411642258,0.9540117331952677,0.9693558486017142,0.9690327838326331,0.9864852587220095,0.9858141290951138
2006-02-23,0.9453735653106343,0.9555783567817057,0.9763811390181429,0.9760464371512212,0.9885179441208455,0.9878262236903568
2006-02-24,0.9231231219007917,0.9342293213402455,0.9743967370002415,0.9740534386395145,0.9785231231683187,0.9778193833248098
